2,5.0,"[2197.5957028133103, 1172.241980839855, 2786.3037259559055, 1750.1344765214176]","[2413.585693359375, 1553.382568359375, 2591.725341796875, 1655.14892578125]",MU51VSU,0.6133925914764404,0.28253827197402975
2,5.0,"[2197.5957028133103, 1172.241980839855, 2786.3037259559055, 1750.1344765214176]","[2413.585693359375, 1553.382568359375, 2591.725341796875, 1655.14892578125]",MU51VSU,0.6133925914764404,0.28253827197402975
3,5.0,"[2196.237044701261, 1175.8811670512769, 2788.19971762155, 1758.2530714932363]","[2412.734619140625, 1563.542724609375, 2593.537353515625, 1656.536865234375]",HU51KSU,0.5660545229911804,0.20388641278968422
4,5.0,"[2190.9889598748896, 1176.1741112079055, 2790.610504324146, 1763.8227406862522]","[2415.760986328125, 1569.6416015625, 2593.031982421875, 1658.096923828125]",AV51MSU,0.5669507384300232,0.07168420391953334
2,5.0,"[2197.5957028133103, 1172.241980839855, 2786.3037259559055, 1750.1344765214176]","[2413.585693359375, 1553.382568359375, 2591.725341796875, 1655.14892578125]",MU51VSU,0.6133925914764404,0.28253827197402975
2,5.0,"[2197.5957028133103, 1172.241980839855, 2786.3037259559055, 1750.1344765214176]","[2413.585693359375, 1553.382568359375, 2591.725341796875, 1655.14892578125]",MU51VSU,0.6133925914764404,0.28253827197402975
2,5.0,"[2197.5957028133103, 1172.241980839855, 2786.3037259559055, 1750.1344765214176]","[2413.585693359375, 1553.382568359375, 2591.725341796875, 1655.14892578125]",MU51VSU,0.6133925914764404,0.28253827197402975
2,5.0,"[2197.5957028133103, 1172.241980839855, 2786.3037259559055, 1750.1344765214176]","[2413.585693359375, 1553.382568359375, 2591.725341796875, 1655.14892578125]",MU51VSU,0.6133925914764404,0.28253827197402975
2,5.0,"[2197.5957028133103, 1172.241980839855, 2786.3037259559055, 1750.1344765214176]","[2413.585693359375, 1553.382568359375, 2591.725341796875, 1655.14892578125]",MU51VSU,0.6133925914764404,0.28253827197402975
2,5.0,"[2197.5957028133103, 1172.241980839855, 2786.3037259559055, 1750.1344765214176]","[2413.585693359375, 1553.382568359375, 2591.725341796875, 1655.14892578125]",MU51VSU,0.6133925914764404,0.28253827197402975
2,5.0,"[2197.5957028133103, 1172.241980839855, 2786.3037259559055, 1750.1344765214176]","[2413.585693359375, 1553.382568359375, 2591.725341796875, 1655.14892578125]",MU51VSU,0.6133925914764404,0.28253827197402975
3,5.0,"[2196.237044701261, 1175.8811670512769, 2788.19971762155, 1758.2530714932363]","[2412.734619140625, 1563.542724609375, 2593.537353515625, 1656.536865234375]",HU51KSU,0.5660545229911804,0.20388641278968422
4,5.0,"[2190.9889598748896, 1176.1741112079055, 2790.610504324146, 1763.8227406862522]","[2415.760986328125, 1569.6416015625, 2593.031982421875, 1658.096923828125]",AV51MSU,0.5669507384300232,0.07168420391953334
7,3.0,"[724.5477326565015, 1407.5111350334555, 1425.3348225056538, 2052.715649576282]","[934.9844970703125, 1814.5711669921875, 1181.14599609375, 1919.9154052734375]",NA13NRU,0.5357818603515625,0.1565587908615984
8,3.0,"[719.3434391666365, 1413.5828227380232, 1421.7869651111487, 2058.188622469579]","[943.5371704101562, 1825.0400390625, 1183.5404052734375, 1923.703125]",NA13NRU,0.516939640045166,0.24383837390183027
9,5.0,"[2196.445579899334, 1192.9139900415419, 2827.6228726343497, 1794.7373913524818]","[2421.605712890625, 1598.2672119140625, 2599.88671875, 1697.3759765625]",MD51VSU,0.6262848973274231,0.10654788406173661
10,3.0,"[701.9184928284003, 1423.5520507513043, 1410.7906885969855, 2073.110432961218]","[927.8128051757812, 1837.4415283203125, 1167.868408203125, 1935.5128173828125]",NA13NRU,0.43614283204078674,0.14712807134167127
11,3.0,"[698.1074256253146, 1430.8680229038298, 1408.536931625295, 2082.021984019158]","[939.8710327148438, 1853.94287109375, 1174.691650390625, 1948.5380859375]",NA13NRU,0.5170186161994934,0.29148577868394665
13,3.0,"[691.5624772503731, 1442.5359837767428, 1406.7009246927198, 2097.0175309365522]","[939.5811767578125, 1862.381591796875, 1160.032470703125, 1965.6435546875]",MA13NRU,0.5426858067512512,0.29594527225509326
14,3.0,"[688.0376112865983, 1449.7045456956914, 1402.9589673730839, 2104.744090662869]","[955.6074829101562, 1877.5074462890625, 1161.4073486328125, 1969.8922119140625]",NA13NRU,0.4997232258319855,0.2684872076771884
15,5.0,"[2199.258463993577, 1221.2813921209267, 2821.1414924223714, 1828.0291362414696]","[2420.790771484375, 1632.737548828125, 2604.431640625, 1731.8514404296875]",NL51VSU,0.6551118493080139,0.2959138104588053
16,5.0,"[2200.0639530550447, 1225.6803875936903, 2822.847528229638, 1833.4892303540269]","[2420.764404296875, 1636.3887939453125, 2604.734619140625, 1734.9281005859375]",NU51BSU,0.6561805605888367,0.3353965451904414
17,3.0,"[674.213460867491, 1470.4381467953133, 1397.2896107052866, 2125.7361108453574]","[899.999267578125, 1897.9068603515625, 1162.7171630859375, 2001.2376708984375]",NA13NRU,0.5074570775032043,0.11387461881586017
18,3.0,"[671.2373078881801, 1482.4173210514225, 1393.9472750956743, 2136.6763806131903]","[914.5669555664062, 1905.03955078125, 1159.174560546875, 2009.274169921875]",NA13NRU,0.49601760506629944,0.3822624500169136
19,3.0,"[669.5854305475802, 1491.0206483624206, 1394.074301607848, 2143.5322688808956]","[933.9095458984375, 1911.0157470703125, 1142.8428955078125, 2009.8421630859375]",NA13NRU,0.5063616037368774,0.4490000556074411
20,3.0,"[666.3378476544776, 1496.874670447922, 1392.7447072494224, 2148.651793983198]","[917.9066772460938, 1921.160888671875, 1133.8912353515625, 2019.21533203125]",NA13NRU,0.49627840518951416,0.32052384255700983
21,3.0,"[660.3425003003715, 1506.1707727443204, 1388.361588135532, 2153.348145976627]","[871.4351806640625, 1935.97412109375, 1128.82373046875, 2037.4661865234375]",NA13NRU,0.46374082565307617,0.3635709871426974
22,5.0,"[2205.7708342220435, 1255.8617995381724, 2847.3735177325375, 1877.3885923512225]","[2432.44775390625, 1676.1527099609375, 2616.48486328125, 1770.763671875]",ST51VSU,0.6457274556159973,0.23874768745915997
23,3.0,"[652.4760124937111, 1515.6714587543115, 1383.469899976974, 2156.154405373439]","[867.7556762695312, 1932.9979248046875, 1159.293212890625, 2078.363037109375]",NA13MRU,0.2694540321826935,0.8395790292654134
24,3.0,"[649.9763739973387, 1520.5254048310844, 1381.850720449074, 2156.1908557869738]","[860.162841796875, 1953.232177734375, 1139.353271484375, 2072.39208984375]",NA13MRU,0.5362751483917236,0.35717994926361435
25,3.0,"[648.2378431263692, 1525.9166932231274, 1380.4295715600326, 2156.2750727560438]","[886.8510131835938, 1960.15283203125, 1135.157958984375, 2072.1328125]",NA13MRU,0.5681338906288147,0.5022649877894302
26,5.0,"[2207.5278440758716, 1268.5321907921207, 2859.6053442036387, 1905.6367079014353]","[2436.97265625, 1699.909912109375, 2632.63720703125, 1802.01171875]",HT51MSU,0.6771071553230286,0.03899764660761956
27,3.0,"[643.0804806544861, 1540.4679728955373, 1381.004213759761, 2157.0263651619202]","[907.9589233398438, 1984.705078125, 1130.77978515625, 2093.048583984375]",MA13MRU,0.5774469971656799,0.18039078560642435
28,3.0,"[639.9584032266024, 1546.5656551585894, 1378.9820195888387, 2156.8730854920736]","[889.0731811523438, 1994.3162841796875, 1140.114013671875, 2094.989013671875]",NA13MRU,0.5155988931655884,0.46014978047004035
40,5.0,"[2217.291821219391, 1344.2514313698439, 2884.2154990584195, 2015.4644323407124]","[2459.6923828125, 1796.52734375, 2653.2353515625, 1901.71044921875]",NO51VSU,0.6334244012832642,0.13121942882283985
41,5.0,"[2218.8723824846456, 1355.1171753384822, 2887.0510670298736, 2027.3047934620179]","[2460.207763671875, 1806.6719970703125, 2654.6015625, 1910.7052001953125]",NU51VSU,0.5987094640731812,0.28177911184821663
43,6.0,"[1133.7612684879575, 1143.9753961686094, 1714.484594087099, 1600.1566178535415]","[1345.6971435546875, 1417.943115234375, 1524.9727783203125, 1510.269287109375]",GX15OGJ,0.401642382144928,0.27281466949712
52,5.0,"[2233.9035464148888, 1411.649652439235, 2941.721196599005, 2110.7788979277984]","[2479.960693359375, 1881.9715576171875, 2694.4482421875, 1997.3118896484375]",CD51VSU,0.6610884666442871,0.07725823226699588
